# StarPlayer conformance exclusions v2. Tab-separated.
# case-id	reason	accuracy-policy-or-tracking-reference	waive=field[,field] (optional)
# Every reason below records the first divergence observed on the pinned corpus after the
# C2a harness repairs (time-based alignment, loop-aware position, the D18 adapter
# projection, the oracle-derived tick budget). A fourth `waive=` column excludes only the
# named fields and enforces every other one.
libxmp-s3m-pattern-loop-st321	D38 waives `volume`: libxmp applies a `D0F` slide on tick zero on the strength of a user report, where ST3, OpenMPT and `S_FX_D` all treat it as a normal slide that starts on tick one. D36 waives `period` and `position`: `G#3` is 2152 in ST3's period table against libxmp's continuous 2157. D19 waives `frame`: the 255 BPM rows accumulate 67 output frames of libxmp tick truncation by tick 108. With those four disregarded every field agrees for the whole trace, including the complete row and order sequence this fixture exists to test	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=volume,period,position,frame
openmpt-s3m-amiga-limits	D36 waives `position`: the Amiga bound is 113 x 4 = 452 in ST3's integer period domain and 453.45 in libxmp's continuous one, a 0.3 % pitch difference that drifts the source position from tick 1. Every other field is enforced and agrees for the whole trace, including the clamped period within its one-unit bound and the active set	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-s3m-frequency-limits	D36 waives `position`: the fixture slides the period down to a handful of units, where ST3's integer period and libxmp's continuous one differ by up to a whole unit and the source position drifts accordingly. Every other field is enforced and agrees, including the clamp at output period 64 and the channel stop when the slide reaches zero	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-s3m-parameter-memory	C9 remainder. D39 waives `period` and `position` (libxmp truncates the S3M vibrato in the Amiga domain, so `H82` moves its period by 8 quarter-units where ST3 moves it by 11). With those disregarded the shared parameter memory now agrees through row 58 of 63; the first divergence is tick 353 channel 0 field volume, expected 64 against actual 59 — the `Rxy` tremolo reads the phase ST3's `_VibCount` shares with `Hxy`/`Uxy`, where libxmp and OpenMPT give the tremolo its own position, and libxmp additionally applies the tremolo delta on tick zero without advancing the phase	conformance/known-failures.md#c2-s3m-009	waive=period,position
openmpt-s3m-pattern-delays-retrigger	D37 waives `note` (the samples are 44100 and 22050 Hz, so libxmp reports the C2SPD-transposed pitch note where StarPlayer reports the pattern note) and D36 waives `position`. Every other field is enforced and agrees, including the row-delay tick numbering and the tick-zero effects re-run on each `SEx` repeat	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=note,position
openmpt-s3m-period-limit	D37 waives `note` (the sample is 65535 Hz, so libxmp reports `F-8` where the pattern says `F#5`) and D36 waives `position` (the periods here are 60 to 80 units, where the integer-versus-continuous difference is a fraction of a percent). Every other field is enforced and agrees, including the clamp at output period 64, the channel stop at period zero and the note that sounds afterwards with no instrument column	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=note,position
openmpt-s3m-portamento-sample-change	D36 waives `position`: the two samples differ in length, so the retained-sample loop wrap lands a fraction of a frame from libxmp's. Every other field is enforced and agrees, including the instrument identity and volume this fixture exists to test	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-s3m-sample-portamento	D36 waives `position`: the tone portamento runs the period between table entries, where ST3's integer period and libxmp's continuous one differ by one unit. Every other field is enforced and agrees, including the voice lifetime across `^^^` and the sample the portamento keeps	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-mtm-tempo	D19, not D18: the C2a adapter projection removed the row 12 frame 4 one-shot omission, and the trace now runs to tick 261 channel 0 before diverging on position, expected 1501 against actual 1503 source frames. That is libxmp truncating each 255 BPM tick to `(int)(rate * 2.5 / bpm)` while StarPlayer carries the rational remainder	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations
libxmp-mtm-tempo-two	D19: exact rational tick timing accumulates two integer source frames beyond libxmp's per-tick truncation by tick 53 channel 0 (position 1501 against 1503)	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations

# ── M5: XM, task F2. Six new accuracy-policy entries (D42-D47) cover the FastTracker 2
# behaviours libxmp represents differently; the `F2-XM-*` rows are the cases F2 could not
# settle and hands to F5.
libxmp-xm-finefx-ft2	D43 waives `position`: the fixture's `2xx` slides the period past FastTracker 2's own wraparound point of 9216, where `period2Ft2Delta`'s `(9216 - period) & 0xFFFF` underflows into a shift of 26 and the voice falls silent, while libxmp keeps mixing at its continuous period. Both sides report the same period throughout — the trace shows 9708 on each — so the only observable difference is the source position the silence stops advancing. Every other field is enforced and agrees, including the S3M-style fine effects this fixture exists to prove FastTracker 2 does **not** have	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-delay-envelope-on	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 59 channel 0, 113 against 115 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-delay-envelope-sustain	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 59 channel 0, 113 against 115 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-envelope-invalid-ins	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 26 channel 1, 23 against 25 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-invalid-porta-target	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 29 channel 0, 109 against 112 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-kxx	F2-XM-003, sharpened by F5: four records of 192 differ, all of them tick one of a row whose `Kxx` releases an envelope whose sustain point is point **zero**. `ft2_replayer.c`'s `keyOff` clamps `volEnvTick` to `points[volEnvPos].tick - 1`, which for a sustain point at tick 0 wraps a `uint16_t` to 65535, so the next envelope tick re-evaluates point 0 and replays the segment leaving sustain from its start; libxmp's envelope has already run past the last point and reads zero. First divergence at tick 131 channel 0 field volume, expected 0 against actual 56	conformance/known-failures.md#f2-xm-003
libxmp-xm-ft2-no-note-ins-envelope	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 10 channel 1, 13 against 15 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-note-range	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 7 channel 0, 125 against 100 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-note-range-instrument-fade	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 7 channel 0, 123 against 125 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-ft2-tremor-delay	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 23 channel 0, 113 against 115 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-lxx-after-loop	F2-XM-004, sharpened by F5: only order 2 of six diverges — the one whose `L0C` lands **exactly** on the envelope's loop end. `ft2_replayer.c`'s `setEnvelopePos` leaves `volEnvPos` at the lower point when the remainder is zero, and `updateVolPanAutoVib` then sees the loop end on its very next tick and jumps back to the loop start; the module's own comment and libxmp both expect the loop to be skipped. Orders 0, 1, 3 and 4 — every other `Lxx` landing this fixture tests — agree exactly. First divergence at tick 144 channel 0 field volume, expected 0 against actual 64	conformance/known-failures.md#f2-xm-004
libxmp-xm-pattern-loop-mpt	F5's ModPlug Tracker 1.16 dialect lands the flow and the case now passes. D75 waives `period` and `position`: the module asks for Amiga periods, where FastTracker 2 reads its own 96-entry integer table and libxmp evaluates `13696 / 2^(n/12)` continuously, so `F#3` is 604 against libxmp's 605.25 — five quarter-units on the comparison axis, one more than D43's four-unit bound, which was derived for the linear domain. Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=period,position
libxmp-xm-pattern-loop-mpt-breakjump	F5's ModPlug Tracker 1.16 dialect (`FastTracker v2.00` plus the `text`/`PNAM` chunks libxmp's `is_mpt_116` looks for, mapped to `XmLoopDialect::ModPlug116`) lands the per-channel counters, the one-loop-at-a-time rule and `FLOW_JUMP_NO_ROW_SET`, and the case now passes. D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder (tick 19 channel 0, 5 against 7 source frames). Every other field is enforced and agrees for the whole trace, the complete row and order sequence included	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-read-event-ft2	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 11 channel 0, 12 against 14 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-reverse-xm	D45: the fixture drives ModPlug Tracker's `X9E` / `X9F` play-forward / play-reverse extension to the `Xxy` command. FastTracker 2 restricts `Xxy` to `X1x` and `X2x` (OpenMPT `kFT2RestrictXCommand`) and ignores everything else, so StarPlayer never starts the sample at its end; the first divergence is tick 0 channel 0 field position, expected 4175 against actual 0	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations
libxmp-xm-xm-portamento-envelope-reset	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 12 channel 0, 42 against 44 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
libxmp-xm-xm-portamento-target	D19 waives `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so their output timelines separate by a fraction of a frame per tick and the integer source position follows (tick 34 channel 0, 56 against 58 source frames). Every other field is enforced and agrees for the whole trace	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-3xx-no-old-samp	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 2 channel 1, 1763 against 1760 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-3xx-no-old-samp-noft	F5 landed the Skale/non-FastTracker-2 dialect: `3xx-no-old-samp-noft.xm` carries the tracker name `XpenMPT`, which is neither FastTracker 2 nor one of its bug-compatible clones, so `QuirkSet::xm_offset_past_sample_end_stops_channel` is off and the `9xx` past the sample end no longer stops the channel. D42 waives `position` and, with it, `active`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the one-shot at row 8 runs out one tick apart. Every other field is enforced and agrees for the whole trace, the sounding channel this fixture exists to test included	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position,active
openmpt-xm-3xxins	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 2 channel 0, 159 against 156 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-arpeggio	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 1 channel 0, 3444 against 3438 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-arpeggioclamp-old	D19 and D42 waive `frame` and `position`: libxmp truncates every mixer tick to `(int)(rate * 2.5 / bpm)` where StarPlayer carries the rational remainder, so at this fixture's 32 BPM the two timelines separate by about a third of a frame per tick and pass the harness's 45-frame bound by tick 80 (expected 61961 against actual 62015); D42's finetune quantisation then drifts the source position on top of it. Every other field is enforced and agrees, including the arpeggio clamp this fixture exists to test	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=frame,position
openmpt-xm-arpslide-old	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 4 channel 1, 1727 against 1725 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-delay1	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 2 channel 2, 1763 against 1760 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-delay2	D42 waives `position`: the module's samples carry finetune -28, 23, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 3 channel 0, 881 against 879 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-delay3	D77 waives `volume`, and D42 `position` and `active`: libxmp defers a delayed row's **whole event**, its volume column included, to the delay tick, where FastTracker 2 latches `ch->volColumnVol` before `getNewNote` returns and runs the column from tick one. Every divergent record is one tick of that offset on a row that carries both `EDx` and a volume-column slide; the `ED0` rows this fixture exists to test — 18 to 28 of both patterns — agree exactly	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=volume,position,active
openmpt-xm-delaycut	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 2 channel 1, 1763 against 1760 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-e90	D42 waives `position`: the module's samples carry finetune -28, which FastTracker 2 quantises to sixteen steps of eight through its period table while libxmp interpolates `finetune / 128` continuously, so the two play the same note a fraction of a semitone apart and the source position drifts from the first tick (tick 3 channel 0, 42 against 40 source frames). The period itself agrees inside the four-unit bound D43 derives, and every other field is enforced and agrees	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=position
openmpt-xm-envloops	D78 waives `volume` and `position`: on the tick a key-off resumes a sustained envelope FastTracker 2 recomputes the segment's delta and does **not** accumulate it, where libxmp is already one step into the segment and truncates its own division toward zero. The two are at most three steps of the 0..64 axis apart and only while a released segment is running; every sustain, loop and release combination this fixture exists to test agrees for the first 240 ticks and again afterwards	plans/product/03-accuracy-policy.md#3-documented-deviations-from-the-reference-implementations	waive=volume,position
